transaction_id,user_id,amount,transaction_hour,merchant_category,device_type,location,is_new_device,failed_attempts,transactions_last_hour,account_age_days,is_fraud,is_night,amount_log,high_velocity,high_failed_attempts,new_device_high_amount,amount_vs_account_age,risk_factor_count
TXN00007753,2723,1036.95,7,grocery,ios,Pokhara,0,0,3,989,0,0,6.9450028930088035,0,0,0,1.0474242424242424,0
TXN00046638,2478,211.29,7,restaurant,web,Nepalgunj,0,0,1,1437,0,0,5.3579532644439105,0,0,0,0.14693324061196106,0
TXN00043834,980,203.58,21,fuel,web,Pokhara,0,3,2,516,0,0,5.320959097028862,0,0,0,0.3937717601547389,0
TXN00026235,3703,640.02,7,fuel,web,Pokhara,0,1,1,1223,0,0,6.463060657681971,0,0,0,0.522892156862745,0
TXN00044229,2542,136.48,20,utility_bill,web,Biratnagar,0,1,1,564,0,0,4.923478451981633,0,0,0,0.24155752212389378,0
TXN00049596,4306,784.44,22,fuel,ios,Biratnagar,0,0,1,862,0,0,6.666244070309743,0,0,0,0.9089687137891078,0
TXN00018552,3369,103.99,7,grocery,web,Hetauda,0,2,1,559,0,0,4.65386510752685,0,0,0,0.18569642857142857,0
TXN00043136,1967,1684.82,14,electronics,android,Pokhara,1,0,2,1034,0,0,7.430007371296543,0,0,0,1.6278454106280194,0
TXN00036672,4597,1313.82,20,electronics,web,Butwal,0,0,4,51,0,0,7.181455053113374,0,0,0,25.26576923076923,0
TXN00043649,1696,513.81,6,education,ios,Dharan,0,2,2,456,0,0,6.2437979005527335,0,0,0,1.1243107221006563,0
TXN00003940,3311,450.1,1,utility_bill,android,Bhaktapur,0,0,2,867,0,1,6.111689044414351,0,0,0,0.5185483870967742,1
TXN00031496,3190,280.77,19,electronics,ios,Butwal,0,2,2,453,0,0,5.641091135316281,0,0,0,0.6184361233480176,0
TXN00026593,1002,252.62,8,fuel,web,Hetauda,0,0,4,1403,0,0,5.535837083806753,0,0,0,0.17992877492877493,0
TXN00023921,4753,1198.87,21,education,web,Lalitpur,0,0,1,755,0,0,7.089968496574279,0,0,0,1.5858068783068782,0
TXN00026402,4098,715.15,17,education,ios,Pokhara,0,0,2,1130,0,0,6.573889642225874,0,0,0,0.632316534040672,0
TXN00045942,1988,2300.0,6,restaurant,web,Kathmandu,0,0,1,882,0,0,7.741099090035366,0,0,0,2.6047565118912797,0
TXN00048525,3601,1325.67,2,education,web,Kathmandu,0,0,6,1242,0,1,7.190427322170032,0,0,0,1.0665084473049076,1
TXN00018315,4218,372.56,7,electronics,android,Nepalgunj,0,0,1,118,0,0,5.923078634241517,0,0,0,3.1307563025210086,0
TXN00036893,4195,311.56,11,healthcare,web,Bhaktapur,0,0,3,785,0,0,5.744796450746815,0,0,0,0.39638676844783716,0
TXN00026695,4458,183.27,23,utility_bill,web,Butwal,0,0,1,63,0,0,5.21640207334677,0,0,0,2.86359375,0
TXN00042127,3758,411.19,7,healthcare,web,Pokhara,0,1,2,1231,0,0,6.0214844080941505,0,0,0,0.3337581168831169,0
TXN00014170,4317,277.39,8,fuel,android,Kathmandu,0,0,1,1379,0,0,5.629023008274912,0,0,0,0.20100724637681158,0
TXN00003732,2370,1577.42,17,mobile_topup,android,Biratnagar,0,0,2,917,0,0,7.364179625687429,0,0,0,1.718322440087146,0
TXN00007881,1532,1584.1,1,ecommerce,android,Butwal,0,5,2,922,0,1,7.368402775803847,0,1,0,1.7162513542795232,2
TXN00006016,4137,202.62,22,electronics,android,Kathmandu,0,4,1,221,1,0,5.316255511679049,0,1,0,0.9127027027027027,1
TXN00023029,3577,1444.37,11,fuel,web,Lalitpur,0,0,3,654,0,0,7.2761206231332745,0,0,0,2.205145038167939,0
TXN00035473,229,1408.01,1,healthcare,android,Pokhara,0,3,2,1396,0,1,7.250642609105575,0,0,0,1.007881173944166,1
TXN00049685,1602,2003.38,20,ecommerce,web,Lalitpur,0,0,1,630,0,0,7.603090064987494,0,0,0,3.1749286846275755,0
TXN00004817,4931,507.59,11,utility_bill,web,Dharan,0,2,1,1447,0,0,6.231642190977971,0,0,0,0.35054558011049725,0
TXN00041693,1927,1726.48,13,education,web,Birgunj,0,0,2,1173,0,0,7.454418978150783,0,0,0,1.470596252129472,0
TXN00012007,2684,4813.95,15,fuel,ios,Lalitpur,0,1,1,1450,0,0,8.479480939962318,0,0,0,3.317677463818056,0
TXN00041327,385,269.56,10,mobile_topup,web,Kathmandu,0,1,3,1027,0,0,5.600493885150271,0,0,0,0.2622178988326848,0
TXN00009506,517,281.69,9,mobile_topup,ios,Nepalgunj,0,0,2,868,0,0,5.644350890886774,0,0,0,0.32415420023014957,0
TXN00044798,305,2097.72,2,restaurant,ios,Kathmandu,0,0,1,996,0,1,7.6490829140668355,0,0,0,2.1040320962888663,1
TXN00034062,2016,3317.77,3,healthcare,ios,Bhaktapur,1,0,2,843,0,1,8.10734951133744,0,0,0,3.931007109004739,1
TXN00027474,2541,219.16,19,utility_bill,web,Dharan,1,3,1,340,0,0,5.394354554744979,0,0,0,0.6426979472140762,0
TXN00031143,4748,163.13,21,restaurant,web,Birgunj,0,0,2,87,0,0,5.100658796743844,0,0,0,1.85375,0
TXN00021235,2421,1651.75,2,travel,web,Hetauda,0,0,1,227,0,1,7.410195846213687,0,0,0,7.244517543859649,1
TXN00001390,318,324.14,8,grocery,web,Birgunj,0,0,2,1210,0,0,5.784255858806078,0,0,0,0.26766308835673,0
TXN00038249,381,1162.02,13,mobile_topup,ios,Nepalgunj,0,0,2,432,0,0,7.058775349275357,0,0,0,2.68364896073903,0
TXN00037624,2326,230.73,18,fuel,android,Biratnagar,0,5,1,818,0,0,5.44557290082979,0,1,0,0.2817216117216117,1
TXN00042028,1780,618.73,6,education,ios,Nepalgunj,0,1,3,862,0,0,6.4292838993175305,0,0,0,0.7169524913093859,0
TXN00020834,2507,1033.65,7,education,web,Biratnagar,0,0,1,1202,0,0,6.941818484257838,0,0,0,0.8592269326683293,0
TXN00014757,2186,380.02,4,fuel,android,Bhaktapur,0,0,6,958,0,1,5.942851867187289,0,0,0,0.396266944734098,1
TXN00026396,4326,3002.58,20,ecommerce,android,Dharan,0,0,6,817,0,0,8.007560189527304,0,0,0,3.670635696821516,0
TXN00006808,3259,2375.21,11,travel,android,Nepalgunj,0,0,2,1154,0,0,7.773262060415298,0,0,0,2.0564588744588743,0
TXN00009225,4685,205.97,20,education,android,Hetauda,0,2,5,1118,0,0,5.332573855226127,0,0,0,0.18406613047363718,0
TXN00048394,991,1444.23,13,healthcare,web,Biratnagar,0,2,1,340,0,0,7.276023757430576,0,0,0,4.235278592375367,0
TXN00005395,3568,1228.57,19,education,android,Dharan,0,2,1,958,0,0,7.1144197937484766,0,0,0,1.281094890510949,0
TXN00006943,283,1142.09,17,fuel,android,Butwal,0,0,1,1170,0,0,7.041490400852448,0,0,0,0.9753116994022203,0
TXN00023870,56,115.88,17,mobile_topup,android,Pokhara,0,3,3,328,0,0,4.761147767442444,0,0,0,0.35221884498480244,0
TXN00032492,4532,1659.92,21,education,ios,Hetauda,0,1,2,802,0,0,7.415126944696611,0,0,0,2.067148194271482,0
TXN00036345,636,148.25,18,fuel,web,Biratnagar,0,2,1,1019,0,0,5.0056227522727115,0,0,0,0.14534313725490197,0
TXN00010755,2091,69.05,9,electronics,ios,Pokhara,0,0,2,1012,0,0,4.249209272783016,0,0,0,0.06816386969397828,0
TXN00012301,2056,2737.4,8,restaurant,android,Dharan,0,0,2,1120,0,0,7.915129087215975,0,0,0,2.44192685102587,0
TXN00048386,2926,2106.35,18,ecommerce,android,Kathmandu,0,0,1,1209,0,0,7.65318651296577,0,0,0,1.740785123966942,0
TXN00042745,4758,3337.02,23,mobile_topup,android,Butwal,0,0,1,221,0,0,8.113133095815574,0,0,0,15.031621621621621,0
TXN00029089,1673,2143.39,5,ecommerce,web,Bhaktapur,0,0,2,470,0,0,7.670610408633425,0,0,0,4.55072186836518,0
TXN00044712,1211,3404.54,18,ecommerce,web,Biratnagar,0,0,1,252,0,0,8.133158796317868,0,0,0,13.456679841897232,0
TXN00014343,1623,2293.35,21,education,android,Birgunj,0,1,5,551,0,0,7.738204857978169,0,0,0,4.154619565217391,0
TXN00038172,3561,2218.33,6,mobile_topup,ios,Pokhara,0,0,2,837,0,0,7.704960627513194,0,0,0,2.6471718377088305,0
TXN00005071,2687,3776.23,20,restaurant,android,Nepalgunj,0,2,1,565,0,0,8.236746215748562,0,0,0,6.67178445229682,0
TXN00024121,343,482.9,20,ecommerce,web,Lalitpur,0,0,4,873,0,0,6.181878273799273,0,0,0,0.5525171624713958,0
TXN00048809,1730,10605.28,3,fuel,web,Nepalgunj,0,0,2,63,0,1,9.269201557499455,0,0,0,165.7075,1
TXN00017820,4585,213.93,23,grocery,web,Lalitpur,0,0,3,1019,0,0,5.370312393719185,0,0,0,0.20973529411764708,0
TXN00001122,3281,148.58,12,restaurant,android,Nepalgunj,0,1,1,58,0,0,5.007831366763521,0,0,0,2.518305084745763,0
TXN00011264,3096,217.79,20,ecommerce,ios,Lalitpur,0,2,4,1005,0,0,5.388112365664251,0,0,0,0.2164910536779324,0
TXN00030579,3482,78.03,23,healthcare,web,Kathmandu,1,1,1,782,0,0,4.369827527216884,0,0,0,0.09965517241379311,0
TXN00045464,4609,1130.68,13,mobile_topup,web,Hetauda,0,3,4,961,0,0,7.03145853328768,0,0,0,1.1753430353430354,0
TXN00048216,4390,1040.61,7,mobile_topup,android,Lalitpur,0,2,2,1413,0,0,6.948522872022658,0,0,0,0.7359335219236208,0
TXN00043044,3265,1001.83,14,travel,web,Kathmandu,0,1,1,398,0,0,6.9105812820712,0,0,0,2.5108521303258144,0
TXN00015656,3323,881.93,19,ecommerce,android,Bhaktapur,0,0,9,124,0,0,6.783245922263327,1,0,0,7.05544,1
TXN00001900,3655,3063.04,3,mobile_topup,web,Biratnagar,0,0,4,113,0,1,8.027489585605556,0,0,0,26.86877192982456,1
TXN00000147,4780,909.63,16,fuel,android,Pokhara,0,0,3,484,0,0,6.814136667668781,0,0,0,1.8755257731958763,0
TXN00029642,3490,7049.85,19,utility_bill,web,Bhaktapur,0,0,1,416,0,0,8.860903455914539,0,0,0,16.90611510791367,0
TXN00003211,4527,185.07,1,education,web,Lalitpur,0,2,1,760,0,1,5.22612294699955,0,0,0,0.24319316688567674,1
TXN00043850,4107,54.8,19,fuel,ios,Hetauda,0,0,9,610,0,0,4.021773869387265,1,0,0,0.08968903436988543,1
TXN00002354,2453,470.29,16,mobile_topup,web,Biratnagar,0,3,3,1112,0,0,6.155473615796668,0,0,0,0.42254267744833784,0
TXN00031520,327,128.62,7,electronics,android,Bhaktapur,0,0,3,1151,0,0,4.86460709299957,0,0,0,0.11164930555555556,0
TXN00042583,1931,774.26,23,electronics,ios,Dharan,0,3,2,888,0,0,6.653198456962184,0,0,0,0.8709336332958381,0
TXN00043337,1014,827.21,7,utility_bill,ios,Lalitpur,0,0,1,1120,0,0,6.719266745416742,0,0,0,0.737921498661909,0
TXN00045284,1911,727.71,18,education,ios,Hetauda,0,1,1,83,0,0,6.591275847650555,0,0,0,8.663214285714286,0
TXN00046956,3999,443.68,2,ecommerce,ios,Kathmandu,0,0,6,1032,0,1,6.097354922365414,0,0,0,0.42950629235237175,1
TXN00048790,1076,694.37,18,electronics,web,Nepalgunj,0,0,3,364,0,0,6.5444440780046955,0,0,0,1.9023835616438356,0
TXN00036585,741,2001.61,19,electronics,android,Dharan,1,0,1,641,0,0,7.602206608769674,0,0,0,3.117772585669782,0
TXN00010465,4769,275.34,22,utility_bill,android,Biratnagar,0,0,3,1034,0,0,5.621631991628523,0,0,0,0.26602898550724635,0
TXN00007821,4327,334.27,15,ecommerce,android,Butwal,0,0,2,507,0,0,5.81493617735479,0,0,0,0.658011811023622,0
TXN00007205,528,453.08,8,travel,ios,Dharan,0,0,2,802,0,0,6.118273393971678,0,0,0,0.5642341220423412,0
TXN00006413,4201,381.22,12,healthcare,ios,Pokhara,0,0,4,1386,0,0,5.945996359060835,0,0,0,0.2748521989906273,0
TXN00034046,568,631.76,22,utility_bill,android,Pokhara,0,0,4,1159,0,0,6.450091203330379,0,0,0,0.5446206896551724,0
TXN00012728,3466,318.66,7,fuel,web,Birgunj,0,0,5,141,0,0,5.767257930940508,0,0,0,2.2440845070422535,0
TXN00006925,2273,741.47,7,fuel,ios,Nepalgunj,0,0,3,714,0,0,6.609982465820186,0,0,0,1.037020979020979,0
TXN00027995,3536,3051.23,13,mobile_topup,android,Pokhara,0,0,1,1029,0,0,8.023627749984291,0,0,0,2.962359223300971,0
TXN00037612,26,2717.15,21,ecommerce,android,Butwal,0,3,1,985,0,0,7.907706780826277,0,0,0,2.755730223123732,0
TXN00039483,2518,9097.03,2,education,android,Nepalgunj,0,1,2,282,0,1,9.115813185552518,0,0,0,32.14498233215548,1
TXN00003016,1910,334.83,3,utility_bill,web,Birgunj,1,1,3,565,0,1,5.816605079545157,0,0,0,0.5915724381625441,1
TXN00001640,1083,150.43,20,education,android,Butwal,0,0,2,1389,0,0,5.020123471968565,0,0,0,0.10822302158273382,0
TXN00008883,3575,384.69,21,fuel,ios,Birgunj,0,0,11,1380,0,0,5.955033937991893,1,0,0,0.2785590152063722,1
TXN00037601,285,255.25,23,restaurant,android,Biratnagar,0,0,3,156,0,0,5.546153530452618,0,0,0,1.625796178343949,0
TXN00012969,4651,1453.45,13,electronics,android,Lalitpur,0,4,6,1339,0,0,7.282383101270133,0,1,0,1.0846641791044775,1
TXN00023463,4495,265.95,11,electronics,android,Biratnagar,0,0,1,83,0,0,5.587061374946195,0,0,0,3.1660714285714286,0
TXN00015757,3106,4627.2,15,restaurant,android,Birgunj,0,3,2,478,0,0,8.439923302591572,0,0,0,9.660125260960333,0
TXN00044076,3730,495.45,23,healthcare,android,Nepalgunj,0,0,1,353,0,0,6.207482773479603,0,0,0,1.3995762711864406,0
TXN00004086,1504,181.9,3,healthcare,web,Hetauda,0,0,1,1320,0,1,5.20893955539682,0,0,0,0.1376987130961393,1
TXN00000508,4730,813.4,10,electronics,web,Butwal,1,0,1,627,0,0,6.702451645796258,0,0,0,1.2952229299363056,0
TXN00006354,4712,1739.38,13,travel,android,Bhaktapur,0,1,2,149,0,0,7.461858759169372,0,0,0,11.595866666666668,0
TXN00029644,645,86.0,16,mobile_topup,ios,Lalitpur,0,1,2,570,0,0,4.465908118654584,0,0,0,0.15061295971978983,0
TXN00020815,3995,569.5,13,electronics,ios,Pokhara,0,0,4,970,0,0,6.34651316930213,0,0,0,0.586508753861998,0
TXN00006234,378,1520.98,18,ecommerce,ios,Dharan,0,2,2,899,0,0,7.327767397730825,0,0,0,1.6899777777777778,0
TXN00031989,4022,87.93,3,utility_bill,android,Kathmandu,0,0,1,437,0,1,4.487849543411548,0,0,0,0.20075342465753426,1
TXN00012995,3974,1426.69,8,education,ios,Hetauda,1,2,1,1205,0,0,7.263813032498038,0,0,0,1.1829933665008292,0
TXN00042501,4762,337.48,12,travel,ios,Pokhara,0,0,1,238,0,0,5.824465006411812,0,0,0,1.412050209205021,0
TXN00038920,4768,186.44,1,utility_bill,android,Bhaktapur,1,1,3,936,0,1,5.2334587941995405,0,0,0,0.19897545357524013,1
TXN00000262,955,149.54,14,restaurant,android,Hetauda,0,1,1,929,0,0,5.0142288296063855,0,0,0,0.16079569892473117,0
TXN00007891,1574,836.39,14,mobile_topup,android,Butwal,0,1,1,542,0,0,6.730289911789355,0,0,0,1.5403130755064456,0
TXN00010527,3824,402.25,14,education,android,Kathmandu,0,1,1,1390,0,0,5.999556717005318,0,0,0,0.2891804457225018,0
TXN00018600,3998,801.39,17,fuel,android,Hetauda,0,2,4,1406,0,0,6.687594773957903,0,0,0,0.5695735607675906,0
TXN00024114,2552,2455.15,8,healthcare,web,Pokhara,1,0,1,1424,0,0,7.806350362320603,0,0,0,1.7229122807017545,0
TXN00033498,1117,3398.76,16,grocery,ios,Birgunj,0,4,5,499,0,0,8.131460119877492,0,1,0,6.7975200000000005,1
TXN00013471,1956,282.21,1,electronics,web,Hetauda,0,0,2,1374,0,1,5.646188671930618,0,0,0,0.20524363636363635,1
TXN00031725,4836,414.51,9,fuel,ios,Birgunj,0,2,4,174,0,0,6.029506681394576,0,0,0,2.3686285714285713,0
TXN00023690,4150,419.03,22,education,android,Hetauda,0,0,2,878,0,0,6.040326137297944,0,0,0,0.476712172923777,0
TXN00010557,4338,143.46,21,fuel,ios,Lalitpur,0,0,1,411,0,0,4.973002652622701,0,0,0,0.34820388349514564,0
TXN00006556,504,665.17,20,utility_bill,ios,Pokhara,0,0,1,1252,0,0,6.501544893223564,0,0,0,0.5308619313647246,0
TXN00045577,1334,2171.72,16,grocery,web,Lalitpur,0,0,2,804,0,0,7.683735117835295,0,0,0,2.6977888198757762,0
TXN00041503,4380,541.94,20,education,android,Lalitpur,0,0,1,384,0,0,6.296998816591097,0,0,0,1.4076363636363638,0
TXN00027872,651,4413.58,10,mobile_topup,web,Biratnagar,0,1,2,808,0,0,8.392667978275067,0,0,0,5.4555995055624225,0
TXN00010810,2839,1428.79,20,grocery,web,Butwal,0,0,5,80,0,0,7.26528285932312,0,0,0,17.639382716049383,0
TXN00038214,648,359.41,5,mobile_topup,ios,Hetauda,0,0,2,1207,0,0,5.88724227229708,0,0,0,0.2975248344370861,0
TXN00011730,3165,409.09,21,education,ios,Pokhara,0,0,5,1152,0,0,6.016376647804199,0,0,0,0.35480485689505636,0
TXN00027438,1061,315.26,7,utility_bill,ios,Dharan,0,0,1,279,0,0,5.7565646600951705,0,0,0,1.1259285714285714,0
TXN00021779,4912,36.17,0,electronics,ios,Nepalgunj,1,0,3,438,0,1,3.615501984309161,0,0,0,0.08239179954441914,1
TXN00034079,3394,746.69,9,healthcare,android,Lalitpur,0,0,2,1396,0,0,6.616988453568432,0,0,0,0.5344953471725126,0
TXN00022915,4576,6978.52,9,healthcare,android,Pokhara,0,1,1,916,0,0,8.850735425483487,0,0,0,7.610163576881135,0
TXN00008085,2675,93.04,5,restaurant,android,Pokhara,0,0,3,449,0,0,4.543720223671869,0,0,0,0.20675555555555558,0
TXN00043467,2791,460.27,11,restaurant,web,Pokhara,0,0,3,39,0,0,6.133983554848305,0,0,0,11.50675,0
TXN00014709,1673,4307.53,1,restaurant,android,Pokhara,0,0,4,601,0,1,8.368352057635736,0,0,0,7.155365448504983,1
TXN00015466,2040,2864.58,4,utility_bill,web,Birgunj,0,0,1,140,0,1,7.960526051940941,0,0,0,20.316170212765957,1
TXN00037172,3663,731.01,9,travel,android,Biratnagar,0,0,1,831,0,0,6.595794175070184,0,0,0,0.8786177884615385,0
TXN00028748,2917,826.04,15,ecommerce,ios,Hetauda,0,0,1,1422,0,0,6.717853061447729,0,0,0,0.58049191848208,0
TXN00003104,25,241.29,23,ecommerce,ios,Butwal,0,2,5,465,0,0,5.490135355819337,0,0,0,0.5177896995708154,0
TXN00000708,4043,477.04,17,travel,ios,Kathmandu,0,1,1,981,0,0,6.16969441099868,0,0,0,0.4857841140529532,0
TXN00038385,3943,210.55,9,grocery,ios,Kathmandu,0,0,3,985,0,0,5.354461377166077,0,0,0,0.2135395537525355,0
TXN00023444,2545,25266.94,14,travel,ios,Biratnagar,0,0,1,584,0,0,10.137291677470893,0,0,0,43.19135042735042,0
TXN00026510,4182,287.4,3,restaurant,ios,Lalitpur,0,0,1,1440,0,1,5.664348405410794,0,0,0,0.19944482997918112,1
TXN00008466,4048,389.46,22,ecommerce,android,Lalitpur,0,1,4,60,0,0,5.967325531254656,0,0,0,6.384590163934426,0
TXN00006230,1270,134.48,5,restaurant,ios,Biratnagar,1,0,2,638,0,0,4.908824027949571,0,0,0,0.21045383411580593,0
TXN00046358,3205,6845.93,22,restaurant,android,Biratnagar,0,0,1,758,0,0,8.831555655613275,0,0,0,9.019670619235837,0
TXN00039357,3622,514.52,2,restaurant,android,Dharan,0,0,3,635,0,1,6.245176099988609,0,0,0,0.8089937106918239,1
TXN00016386,2474,80.31,4,fuel,android,Bhaktapur,0,0,3,1006,0,1,4.398269010219746,0,0,0,0.07975173783515392,1
TXN00034165,865,8945.36,18,education,android,Pokhara,0,0,2,546,0,0,9.09900202463182,0,0,0,16.35349177330896,0
TXN00004168,608,3514.44,22,fuel,web,Hetauda,1,0,2,892,0,0,8.164919974220066,0,0,0,3.935543113101904,0
TXN00005803,1737,302.98,17,utility_bill,web,Lalitpur,1,0,3,1436,0,0,5.716961909768315,0,0,0,0.21084203201113433,0
TXN00012753,2686,614.62,14,mobile_topup,android,Hetauda,0,0,3,641,0,0,6.42262989006596,0,0,0,0.9573520249221183,0
TXN00002189,3927,232.75,0,fuel,ios,Biratnagar,0,0,1,812,0,1,5.4542521681687965,0,0,0,0.28628536285362854,1
TXN00012187,441,360.06,14,restaurant,ios,Butwal,1,0,1,390,0,0,5.889044149508512,0,0,0,0.9208695652173913,0
TXN00031727,3806,668.22,2,grocery,ios,Nepalgunj,0,1,2,672,0,1,6.506112855097639,0,0,0,0.9928974739970283,1
TXN00019245,1232,233.7,17,mobile_topup,ios,Biratnagar,1,0,1,522,0,0,5.458308102856978,0,0,0,0.4468451242829828,0
TXN00037866,2832,140.48,23,travel,web,Hetauda,0,2,3,1272,0,0,4.95215836433728,0,0,0,0.11035349567949725,0
TXN00043514,2122,249.36,20,grocery,android,Butwal,0,0,5,1466,0,0,5.5228998820565005,0,0,0,0.1699795501022495,0
TXN00008718,1196,156.65,23,healthcare,web,Bhaktapur,0,2,1,1269,0,0,5.06037738599107,0,0,0,0.12334645669291339,0
TXN00028824,4225,308.27,16,education,ios,Nepalgunj,1,2,2,862,0,0,5.734214681776403,0,0,0,0.35720741599072997,0
TXN00024468,2872,306.27,22,healthcare,android,Birgunj,0,0,2,337,0,0,5.72772683989966,0,0,0,0.9061242603550296,0
TXN00048252,2430,389.2,23,electronics,android,Hetauda,0,0,1,137,0,0,5.96665942818901,0,0,0,2.8202898550724638,0
TXN00007201,4263,548.36,21,education,ios,Hetauda,0,0,8,739,0,0,6.308753964312421,1,0,0,0.741027027027027,1
TXN00009282,893,233.93,7,ecommerce,web,Dharan,0,0,1,1466,0,0,5.459287597430956,0,0,0,0.1594614860259032,0
TXN00026820,3517,459.59,3,ecommerce,android,Hetauda,0,0,2,694,0,1,6.132508276338918,0,0,0,0.6612805755395683,1
TXN00027373,2121,1267.57,13,utility_bill,ios,Pokhara,0,0,1,683,0,0,7.145645560804142,0,0,0,1.853172514619883,0
TXN00022492,1634,285.09,17,ecommerce,web,Nepalgunj,0,0,1,27,0,0,5.656306446631499,0,0,0,10.181785714285713,1
TXN00045637,318,3216.07,22,education,web,Butwal,0,2,1,1135,0,0,8.076226286405465,0,0,0,2.8310475352112676,0
TXN00045879,2750,2404.0,5,healthcare,ios,Dharan,0,1,2,289,0,0,7.785305182539862,0,0,0,8.289655172413793,0
TXN00029339,2561,176.28,18,restaurant,web,Lalitpur,0,0,5,725,0,0,5.177730403558919,0,0,0,0.2428099173553719,0
TXN00046547,3167,934.87,22,restaurant,web,Dharan,0,0,1,221,0,0,6.841476577942748,0,0,0,4.211126126126127,0
TXN00010803,1246,527.2,9,education,web,Lalitpur,0,0,1,1442,0,0,6.269474999863032,0,0,0,0.3653499653499654,0
TXN00020964,2662,1229.1,18,restaurant,android,Biratnagar,0,0,1,1207,0,0,7.114850745874739,0,0,0,1.0174668874172184,0
TXN00030032,396,143.33,17,mobile_topup,android,Birgunj,0,2,1,144,0,0,4.972102344379472,0,0,0,0.9884827586206898,0
TXN00005222,747,960.75,0,travel,web,Bhaktapur,0,0,1,536,0,1,6.868754541632405,0,0,0,1.7891061452513966,1
TXN00000659,4534,256.33,21,electronics,ios,Kathmandu,0,1,1,1463,0,0,5.550359307904895,0,0,0,0.17508879781420764,0
TXN00033245,1832,295.16,9,travel,ios,Biratnagar,0,0,1,1259,0,0,5.690899848825188,0,0,0,0.23425396825396827,0
TXN00005865,1868,517.51,2,mobile_topup,android,Butwal,0,0,4,1110,0,1,6.250959313886687,0,0,0,0.4658055805580558,1
TXN00048871,4964,259.47,17,utility_bill,android,Dharan,0,0,4,454,0,0,5.562487691413844,0,0,0,0.5702637362637363,0
TXN00022985,2081,504.26,0,grocery,android,Kathmandu,0,0,1,1452,0,1,6.2250731482699555,0,0,0,0.3470474879559532,1
TXN00028880,799,3208.6,21,mobile_topup,android,Dharan,0,1,3,608,0,0,8.073901597767616,0,0,0,5.26863711001642,0
TXN00047087,4823,1511.35,7,restaurant,android,Birgunj,0,0,1,1354,0,0,7.321420011433255,0,0,0,1.1153874538745387,0
TXN00026527,2386,343.8,8,electronics,android,Kathmandu,0,0,1,295,0,0,5.842964538789538,0,0,0,1.1614864864864864,0
TXN00009647,4541,3880.41,2,fuel,ios,Pokhara,0,0,1,1323,0,1,8.263953768664638,0,0,0,2.930823262839879,1
TXN00049545,4437,866.74,18,travel,android,Butwal,0,1,1,1187,0,0,6.765892130619025,0,0,0,0.7295791245791245,0
TXN00032374,4462,687.86,9,healthcare,ios,Pokhara,0,0,3,1201,0,0,6.535038057333775,0,0,0,0.5722628951747089,0
TXN00026158,3803,217.27,8,education,ios,Nepalgunj,0,0,2,1113,0,0,5.385732828550986,0,0,0,0.1950359066427289,0
TXN00011711,1188,1274.02,0,mobile_topup,android,Dharan,0,2,2,1258,0,1,7.150717143744008,0,0,0,1.0119301032565529,1
TXN00027238,77,912.03,10,utility_bill,ios,Biratnagar,0,2,1,937,0,0,6.816768738762691,0,0,0,0.9723134328358208,0
TXN00018353,2530,420.63,7,healthcare,android,Hetauda,0,0,1,221,0,0,6.044128152190834,0,0,0,1.8947297297297296,0
TXN00049514,2016,917.88,1,education,android,Hetauda,0,0,1,111,0,1,6.823155537115986,0,0,0,8.195357142857143,1
TXN00021724,1333,269.14,14,utility_bill,android,Nepalgunj,0,0,1,25,0,0,5.598940343132618,0,0,0,10.35153846153846,1
TXN00025924,3619,371.1,19,grocery,ios,Biratnagar,0,0,2,744,0,0,5.919162635352577,0,0,0,0.49812080536912756,0
TXN00041389,1890,143.24,2,restaurant,ios,Hetauda,0,0,2,277,0,1,4.971478578895062,0,0,0,0.5152517985611511,1
TXN00004772,3855,1559.23,1,healthcare,android,Butwal,0,0,3,164,0,1,7.352588525273415,0,0,0,9.449878787878788,1
TXN00035204,3360,1417.26,23,utility_bill,ios,Nepalgunj,0,1,1,321,0,0,7.257186047124883,0,0,0,4.401428571428571,0
TXN00027878,398,739.15,8,mobile_topup,android,Pokhara,0,0,2,274,0,0,6.606852868359501,0,0,0,2.687818181818182,0
TXN00005874,4632,4947.48,20,grocery,ios,Pokhara,0,3,3,1027,0,0,8.506835737699802,0,0,0,4.81272373540856,0
TXN00017804,3362,1366.02,22,utility_bill,android,Kathmandu,0,0,2,347,0,0,7.220388467194831,0,0,0,3.925344827586207,0
TXN00034223,97,433.2,22,fuel,android,Birgunj,0,0,2,1014,0,0,6.073505257444191,0,0,0,0.42679802955665025,0
TXN00007841,1679,515.81,4,education,ios,Pokhara,0,0,1,461,0,1,6.247675302126387,0,0,0,1.1164718614718614,1
TXN00015922,3402,163.02,2,mobile_topup,android,Pokhara,0,3,2,1270,0,1,5.099988371608265,0,0,0,0.1282612116443745,1
TXN00028366,3449,519.08,13,fuel,android,Hetauda,0,0,3,955,0,0,6.2539826458962136,0,0,0,0.5429707112970712,0
TXN00012083,750,995.67,11,healthcare,ios,Nepalgunj,0,3,2,54,0,0,6.904419722192635,0,0,0,18.10309090909091,0
TXN00020033,1341,333.78,22,restaurant,web,Bhaktapur,0,0,1,1041,0,0,5.813473599674474,0,0,0,0.32032629558541265,0
TXN00014487,183,195.45,3,mobile_topup,web,Nepalgunj,0,0,2,1366,0,1,5.280407946004469,0,0,0,0.14297732260424287,1
